,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B117,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species
ASV14146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Onychocola,s__Onychocola_sclerotica
ASV14152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Onychocola,s__Onychocola_sclerotica
ASV14156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,3862,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Leucothecium,s__Leucothecium_emdenii
ASV14184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,0,961,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Dothideomycetes,g__Teratosphaeria,s__Unc. Teratosphaeria sp.
ASV14185,0,0,0,0,0,13,0,7,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,0,0,0,0,0,0,0,0,26,0,0,0,0,9,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Dothideomycetes,g__Unc. Dothideomycetes,s__Unc. Dothideomycetes sp.
ASV14186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Unc. Pezizomycotina,g__Unc. Pezizomycotina,s__Unc. Pezizomycotina sp.
ASV14187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Dothideomycetes,g__Unc. Dothideomycetes,s__Unc. Dothideomycetes sp.
ASV14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14189,0,0,0,0,0,0,272,0,0,0,0,9,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,23,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Epibryon,s__Epibryon_sp.
ASV14190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Epibryon,s__Epibryon_sp.
ASV14191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Cladophialophora,s__Cladophialophora_minutissima
ASV14192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
ASV14199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d__Eukaryota,s__Obazoa,d__Opisthokonta,s__Fungi,c__Ascomycota,o__Pezizomycotina,f__Eurotiomycetes,g__Unc. Eurotiomycetes,s__Unc. Eurotiomycetes sp.
