,B106,B107,B108,B109,B110,B111,B112,B113,B114,B115,B116,B118,B119,B120,B121,B122,B123,B125,B126,B127,B128,B129,B130,B131,B132,B133,B134,B135,B136,B137,B138,B139,B140,B141,B142,B143,B144,B145,B146,B147,B148,B149,B150,B151,B152,B153,B154,B155,B156,B157,B158,B159,B160,B161,B162,B163,B164,B165,B166,B167,B168,B169,B170,B171,B172,B173,B174,B175,B176,B177,B178,B179,B180,B181,B182,B183,B184,B185,B186,B187,B188,B189,B190,B191,B192,B193,B194,B195,B196,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV59488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__Unc. MSBL9,g__Unc. MSBL9,s__Unc. MSBL9 sp.
ASV59523,0,0,0,9,0,9,0,13,0,17,16,12,23,17,0,12,0,0,0,11,5,16,0,0,0,0,0,9,12,0,13,9,17,2,2,0,9,0,0,9,0,8,0,0,16,13,12,13,13,15,0,13,4,0,12,0,10,0,6,0,0,0,8,0,10,10,9,13,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,7,13,13,21,13,17,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59528,14,4,0,0,0,7,9,0,9,6,0,0,0,21,15,13,11,13,8,9,0,3,0,13,0,14,7,0,0,7,5,20,0,0,0,13,17,14,10,7,7,5,11,18,0,0,8,7,12,8,0,0,11,10,9,0,0,8,11,11,12,13,9,8,6,11,10,13,0,0,0,0,0,0,9,10,0,0,23,8,8,0,0,0,10,10,0,12,7,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59531,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59532,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__SG8-4,g__Unc. SG8-4,s__Unc. SG8-4 sp.
ASV59565,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__MSBL9,f__Unc. MSBL9,g__Unc. MSBL9,s__Unc. MSBL9 sp.
ASV59667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59687,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,0,7,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59693,0,0,0,0,0,1,0,0,3,0,8,3,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__AKAU3564 sediment group,g__Unc. AKAU3564 sediment group,s__Unc. AKAU3564 sediment group sp.
ASV59856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,s__SM1A02 sp.
ASV60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Unc. Planctomycetes,f__Unc. Planctomycetes,g__Unc. Planctomycetes,s__Unc. Planctomycetes sp.
ASV60008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Unc. Planctomycetes,f__Unc. Planctomycetes,g__Unc. Planctomycetes,s__Unc. Planctomycetes sp.
ASV60031,9,0,0,12,0,8,0,5,0,0,0,8,0,15,0,0,0,0,0,0,6,0,0,0,0,0,5,10,0,0,0,0,0,0,0,12,0,16,7,5,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__Singulisphaera sp.
ASV60033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__Singulisphaera sp.
ASV60034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Singulisphaera,s__Singulisphaera sp.
ASV60036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Unc. Isosphaeraceae,s__Unc. Isosphaeraceae sp.
ASV60040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Unc. Isosphaeraceae,s__Unc. Isosphaeraceae sp.
ASV60043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Unc. Isosphaeraceae,s__Unc. Isosphaeraceae sp.
ASV60048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Unc. Isosphaeraceae,s__Unc. Isosphaeraceae sp.
ASV60049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Unc. Isosphaeraceae,s__Unc. Isosphaeraceae sp.
ASV60054,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,21,0,13,0,0,16,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Aquisphaera,s__Aquisphaera sp.
ASV60067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Candidatus Nostocoida,s__Candidatus Nostocoida sp.
ASV60077,0,0,0,0,0,0,0,8,0,0,7,0,12,0,0,0,0,15,13,0,0,3,0,7,8,6,7,0,6,9,0,4,0,0,0,0,11,0,13,8,0,0,14,0,0,15,0,7,8,0,0,15,0,16,9,7,12,10,8,10,10,10,9,8,9,0,6,9,9,1,0,0,10,6,10,23,0,13,0,0,6,0,5,0,0,3,5,0,5,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tautonia,s__Tautonia sp.
ASV60081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tautonia,s__Tautonia sp.
ASV60087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tautonia,s__Tautonia sp.
ASV60099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tautonia,s__Tautonia sp.
ASV60104,0,0,0,0,10,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,6,0,0,8,0,0,0,0,0,0,2,0,5,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Isosphaerales,f__Isosphaeraceae,g__Tautonia,s__Tautonia sp.
ASV60188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__OM190,o__Unc. OM190,f__Unc. OM190,g__Unc. OM190,s__Unc. OM190 sp.
ASV60201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Pla3 lineage,o__Unc. Pla3 lineage,f__Unc. Pla3 lineage,g__Unc. Pla3 lineage,s__Unc. Pla3 lineage sp.
ASV60211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Pla4 lineage,o__Unc. Pla4 lineage,f__Unc. Pla4 lineage,g__Unc. Pla4 lineage,s__Unc. Pla4 lineage sp.
ASV60219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Pla4 lineage,o__Unc. Pla4 lineage,f__Unc. Pla4 lineage,g__Unc. Pla4 lineage,s__Unc. Pla4 lineage sp.
ASV60222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,k__Bacteria,p__Planctomycetota,c__Pla4 lineage,o__Unc. Pla4 lineage,f__Unc. Pla4 lineage,g__Unc. Pla4 lineage,s__Unc. Pla4 lineage sp.
